timestamp,heart rate zone type,kcal,data source
2026-05-01T03:46:03Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,4.31889,Fitbit App
2026-05-01T03:47:03Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,3.40965,Fitbit App
2026-05-01T03:48:03Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.13655,Fitbit App
2026-05-01T03:49:03Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,2.95503,Fitbit App
2026-05-01T03:50:03Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,4.31889,Fitbit App
2026-05-01T03:51:03Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,2.95503,Fitbit App
2026-05-01T03:52:03Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,3.40965,Fitbit App
2026-05-01T03:53:03Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,3.1823399999999995,Fitbit App
2026-05-01T03:54:03Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,3.1823399999999995,Fitbit App
2026-05-01T03:55:03Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,4.0915799999999996,Fitbit App
2026-05-01T03:56:03Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,4.0915799999999996,Fitbit App
2026-05-01T03:57:03Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,3.63696,Fitbit App
2026-05-01T03:58:03Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.13655,Fitbit App
2026-05-01T03:59:03Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,2.95503,Fitbit App
2026-05-01T04:00:03Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,2.95503,Fitbit App
2026-05-01T04:01:03Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,2.7277199999999997,Fitbit App
2026-05-01T04:02:03Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,2.7277199999999997,Fitbit App
2026-05-01T04:03:03Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,2.95503,Fitbit App
2026-05-01T04:04:03Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.13655,Fitbit App
2026-05-01T04:05:03Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.13655,Fitbit App
2026-05-01T04:06:03Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.13655,Fitbit App
