timestamp,distance,data source
2026-05-01T00:02:48Z,8.05,Fitbit App
2026-05-01T00:03:48Z,8.05,Fitbit App
2026-05-01T00:04:48Z,30.20,Fitbit App
2026-05-01T00:05:48Z,10.07,Fitbit App
2026-05-01T00:22:48Z,2.01,Fitbit App
2026-05-01T00:23:48Z,10.07,Fitbit App
2026-05-01T00:24:48Z,8.05,Fitbit App
2026-05-01T00:25:48Z,23.49,Fitbit App
2026-05-01T00:26:48Z,16.78,Fitbit App
2026-05-01T00:28:48Z,12.08,Fitbit App
2026-05-01T00:29:48Z,18.79,Fitbit App
2026-05-01T00:30:48Z,13.42,Fitbit App
2026-05-01T00:31:48Z,4.03,Fitbit App
2026-05-01T00:32:48Z,8.05,Fitbit App
2026-05-01T00:33:48Z,7.38,Fitbit App
2026-05-01T00:34:48Z,0.67,Fitbit App
2026-05-01T00:35:48Z,8.05,Fitbit App
2026-05-01T00:37:48Z,4.70,Fitbit App
2026-05-01T00:38:48Z,2.68,Fitbit App
2026-05-01T00:39:48Z,10.07,Fitbit App
2026-05-01T00:40:48Z,6.71,Fitbit App
2026-05-01T00:41:48Z,16.78,Fitbit App
2026-05-01T00:42:48Z,6.04,Fitbit App
2026-05-01T00:43:48Z,2.68,Fitbit App
2026-05-01T00:44:48Z,15.43,Fitbit App
2026-05-01T00:45:48Z,0.67,Fitbit App
2026-05-01T00:46:03Z,16.78,Fitbit App
2026-05-01T00:48:03Z,2.68,Fitbit App
2026-05-01T00:49:03Z,10.07,Fitbit App
2026-05-01T00:50:03Z,12.08,Fitbit App
2026-05-01T00:52:03Z,4.70,Fitbit App
2026-05-01T00:53:03Z,18.12,Fitbit App
2026-05-01T00:54:03Z,4.70,Fitbit App
2026-05-01T00:55:03Z,3.36,Fitbit App
2026-05-01T00:56:03Z,12.08,Fitbit App
2026-05-01T00:59:03Z,6.71,Fitbit App
2026-05-01T01:00:03Z,20.80,Fitbit App
2026-05-01T01:01:03Z,18.79,Fitbit App
2026-05-01T01:02:03Z,28.85,Fitbit App
2026-05-01T01:03:03Z,34.22,Fitbit App
2026-05-01T01:04:03Z,4.70,Fitbit App
2026-05-01T01:05:03Z,13.42,Fitbit App
2026-05-01T01:17:03Z,3.36,Fitbit App
2026-05-01T01:18:03Z,13.42,Fitbit App
2026-05-01T01:19:03Z,12.08,Fitbit App
2026-05-01T01:20:03Z,4.70,Fitbit App
2026-05-01T01:21:03Z,38.92,Fitbit App
2026-05-01T01:22:03Z,38.25,Fitbit App
2026-05-01T01:23:03Z,16.10,Fitbit App
2026-05-01T01:24:03Z,18.79,Fitbit App
2026-05-01T01:25:03Z,8.72,Fitbit App
2026-05-01T01:26:03Z,20.80,Fitbit App
2026-05-01T01:27:03Z,20.80,Fitbit App
2026-05-01T01:28:03Z,18.79,Fitbit App
2026-05-01T01:29:03Z,18.12,Fitbit App
2026-05-01T01:30:03Z,18.12,Fitbit App
2026-05-01T01:31:03Z,18.12,Fitbit App
2026-05-01T01:32:03Z,3.36,Fitbit App
2026-05-01T01:33:03Z,17.45,Fitbit App
2026-05-01T01:34:03Z,9.39,Fitbit App
2026-05-01T01:35:03Z,0.67,Fitbit App
2026-05-01T01:36:03Z,6.71,Fitbit App
2026-05-01T01:37:03Z,16.10,Fitbit App
2026-05-01T01:38:03Z,1.34,Fitbit App
2026-05-01T01:39:03Z,12.08,Fitbit App
2026-05-01T01:40:03Z,10.07,Fitbit App
2026-05-01T01:41:03Z,17.45,Fitbit App
2026-05-01T01:42:03Z,23.49,Fitbit App
2026-05-01T01:43:03Z,1.34,Fitbit App
2026-05-01T01:44:03Z,9.39,Fitbit App
2026-05-01T01:45:03Z,4.70,Fitbit App
2026-05-01T01:46:03Z,6.04,Fitbit App
2026-05-01T01:47:03Z,41.60,Fitbit App
2026-05-01T01:48:03Z,34.22,Fitbit App
2026-05-01T01:49:03Z,64.08,Fitbit App
2026-05-01T01:50:03Z,65.82,Fitbit App
2026-05-01T01:51:03Z,12.75,Fitbit App
2026-05-01T01:52:03Z,4.03,Fitbit App
2026-05-01T01:53:03Z,42.94,Fitbit App
2026-05-01T01:54:03Z,11.41,Fitbit App
2026-05-01T01:55:03Z,60.62,Fitbit App
2026-05-01T01:56:03Z,84.87,Fitbit App
2026-05-01T01:57:03Z,33.55,Fitbit App
2026-05-01T01:58:03Z,90.06,Fitbit App
2026-05-01T01:59:03Z,12.75,Fitbit App
2026-05-01T02:01:03Z,5.37,Fitbit App
2026-05-01T02:02:03Z,87.47,Fitbit App
2026-05-01T02:03:03Z,41.60,Fitbit App
2026-05-01T02:04:03Z,69.28,Fitbit App
2026-05-01T02:05:03Z,64.08,Fitbit App
2026-05-01T02:06:03Z,12.08,Fitbit App
2026-05-01T02:07:03Z,8.72,Fitbit App
2026-05-01T02:31:03Z,2.68,Fitbit App
2026-05-01T02:32:03Z,25.50,Fitbit App
2026-05-01T02:33:03Z,39.59,Fitbit App
2026-05-01T02:34:03Z,13.42,Fitbit App
2026-05-01T02:35:03Z,42.94,Fitbit App
2026-05-01T02:36:03Z,61.49,Fitbit App
2026-05-01T02:37:03Z,73.61,Fitbit App
2026-05-01T02:38:03Z,8.05,Fitbit App
2026-05-01T02:39:03Z,4.03,Fitbit App
2026-05-01T02:42:03Z,0.67,Fitbit App
2026-05-01T02:43:03Z,13.42,Fitbit App
2026-05-01T02:44:03Z,2.01,Fitbit App
2026-05-01T02:46:03Z,2.01,Fitbit App
2026-05-01T02:47:03Z,18.79,Fitbit App
2026-05-01T03:01:03Z,4.03,Fitbit App
2026-05-01T03:02:03Z,36.91,Fitbit App
2026-05-01T03:03:03Z,14.76,Fitbit App
2026-05-01T03:04:03Z,4.70,Fitbit App
2026-05-01T03:05:03Z,5.37,Fitbit App
2026-05-01T03:06:03Z,32.88,Fitbit App
2026-05-01T03:07:03Z,60.62,Fitbit App
2026-05-01T03:08:03Z,30.20,Fitbit App
2026-05-01T03:09:03Z,32.21,Fitbit App
2026-05-01T03:10:03Z,66.68,Fitbit App
2026-05-01T03:11:03Z,65.82,Fitbit App
2026-05-01T03:12:03Z,60.62,Fitbit App
2026-05-01T03:13:03Z,10.07,Fitbit App
2026-05-01T03:14:03Z,12.75,Fitbit App
2026-05-01T03:15:03Z,42.27,Fitbit App
2026-05-01T03:16:03Z,61.49,Fitbit App
