timestamp,distance,data source
2026-04-02T02:06:13Z,14.09,Fitbit App
2026-04-02T02:07:13Z,5.37,Fitbit App
2026-04-02T02:08:13Z,32.88,Fitbit App
2026-04-02T02:09:13Z,30.87,Fitbit App
2026-04-02T02:10:13Z,9.39,Fitbit App
2026-04-02T02:11:13Z,4.70,Fitbit App
2026-04-02T02:12:13Z,20.13,Fitbit App
2026-04-02T02:13:13Z,21.47,Fitbit App
2026-04-02T02:14:13Z,36.91,Fitbit App
2026-04-02T02:15:13Z,62.35,Fitbit App
2026-04-02T02:16:13Z,20.80,Fitbit App
2026-04-02T02:17:13Z,34.22,Fitbit App
2026-04-02T02:18:13Z,13.42,Fitbit App
2026-04-02T02:19:13Z,30.87,Fitbit App
2026-04-02T02:20:13Z,36.23,Fitbit App
2026-04-02T02:21:13Z,24.83,Fitbit App
2026-04-02T02:22:13Z,37.58,Fitbit App
2026-04-02T02:23:13Z,7.38,Fitbit App
2026-04-02T02:27:13Z,1.34,Fitbit App
2026-04-02T02:28:13Z,16.10,Fitbit App
2026-04-02T02:29:13Z,40.26,Fitbit App
2026-04-02T02:30:13Z,11.41,Fitbit App
2026-04-02T02:32:13Z,2.01,Fitbit App
2026-04-02T02:33:13Z,29.52,Fitbit App
2026-04-02T02:34:13Z,5.37,Fitbit App
2026-04-02T02:35:13Z,8.05,Fitbit App
2026-04-02T02:36:13Z,4.03,Fitbit App
2026-04-02T02:39:13Z,0.67,Fitbit App
2026-04-02T02:40:13Z,7.38,Fitbit App
2026-04-02T02:41:13Z,38.25,Fitbit App
2026-04-02T02:42:13Z,23.49,Fitbit App
2026-04-02T02:43:13Z,21.47,Fitbit App
2026-04-02T02:47:13Z,9.39,Fitbit App
2026-04-02T02:48:13Z,40.26,Fitbit App
2026-04-02T02:49:13Z,9.39,Fitbit App
2026-04-02T02:50:13Z,10.07,Fitbit App
2026-04-02T02:55:13Z,2.01,Fitbit App
2026-04-02T02:56:13Z,26.84,Fitbit App
2026-04-02T02:57:13Z,20.13,Fitbit App
2026-04-02T03:02:13Z,6.71,Fitbit App
2026-04-02T03:03:13Z,12.75,Fitbit App
2026-04-02T03:04:13Z,7.38,Fitbit App
2026-04-02T03:05:13Z,13.42,Fitbit App
2026-04-02T03:06:13Z,17.45,Fitbit App
2026-04-02T03:07:13Z,34.22,Fitbit App
2026-04-02T03:08:13Z,6.04,Fitbit App
2026-04-02T03:10:13Z,8.05,Fitbit App
2026-04-02T03:11:13Z,16.10,Fitbit App
2026-04-02T03:12:13Z,17.45,Fitbit App
2026-04-02T03:13:13Z,29.52,Fitbit App
2026-04-02T03:14:13Z,74.48,Fitbit App
2026-04-02T03:15:13Z,65.82,Fitbit App
2026-04-02T03:16:13Z,90.06,Fitbit App
2026-04-02T03:17:13Z,20.80,Fitbit App
2026-04-02T03:19:13Z,4.03,Fitbit App
2026-04-02T03:20:13Z,9.39,Fitbit App
2026-04-02T03:21:13Z,44.96,Fitbit App
2026-04-02T03:22:13Z,39.59,Fitbit App
2026-04-02T03:23:13Z,6.71,Fitbit App
2026-04-02T03:25:13Z,2.01,Fitbit App
2026-04-02T03:26:13Z,8.05,Fitbit App
2026-04-02T03:27:13Z,35.56,Fitbit App
2026-04-02T03:28:13Z,93.53,Fitbit App
2026-04-02T03:29:13Z,16.10,Fitbit App
2026-04-02T03:33:13Z,3.36,Fitbit App
2026-04-02T03:34:13Z,4.70,Fitbit App
2026-04-02T03:35:13Z,10.74,Fitbit App
2026-04-02T03:36:13Z,41.60,Fitbit App
2026-04-02T03:37:13Z,65.82,Fitbit App
2026-04-02T03:38:13Z,108.25,Fitbit App
2026-04-02T03:39:13Z,105.65,Fitbit App
2026-04-02T03:40:13Z,105.65,Fitbit App
2026-04-02T03:41:13Z,12.75,Fitbit App
2026-04-02T03:43:13Z,3.36,Fitbit App
2026-04-02T03:44:13Z,17.45,Fitbit App
2026-04-02T04:04:13Z,3.36,Fitbit App
2026-04-02T04:05:13Z,29.52,Fitbit App
2026-04-02T04:06:13Z,71.88,Fitbit App
2026-04-02T04:07:13Z,72.74,Fitbit App
2026-04-02T04:24:13Z,0.67,Fitbit App
2026-04-02T04:25:13Z,8.72,Fitbit App
2026-04-02T04:26:13Z,4.70,Fitbit App
2026-04-02T04:35:13Z,2.01,Fitbit App
2026-04-02T04:36:13Z,21.47,Fitbit App
2026-04-02T04:37:13Z,99.59,Fitbit App
2026-04-02T04:38:13Z,96.13,Fitbit App
2026-04-02T04:39:13Z,35.56,Fitbit App
2026-04-02T04:40:13Z,19.46,Fitbit App
2026-04-02T04:41:13Z,27.51,Fitbit App
2026-04-02T04:42:13Z,4.70,Fitbit App
2026-04-02T04:43:13Z,39.59,Fitbit App
2026-04-02T04:44:13Z,26.17,Fitbit App
2026-04-02T04:45:13Z,12.08,Fitbit App
2026-04-02T04:48:13Z,5.37,Fitbit App
2026-04-02T04:49:13Z,6.71,Fitbit App
2026-04-02T05:14:13Z,4.70,Fitbit App
2026-04-02T05:15:13Z,1.34,Fitbit App
2026-04-02T05:22:13Z,4.70,Fitbit App
2026-04-02T05:23:13Z,4.70,Fitbit App
2026-04-02T07:20:13Z,4.70,Fitbit App
2026-04-02T07:27:13Z,2.01,Fitbit App
2026-04-02T07:28:13Z,10.74,Fitbit App
